RESPID,StartDate,StartTime,EndDate,EndTime,VER,VER2,VER3,VER4,QAREA,S1,S2,D100,D101,Q1,P1X,P1Y,A2,Q3,Q4,Q5,Q6,Q7,A8,B8,Q9,A10,B10,V1,B11,Q12,A13,B13,V2,E14,Q15,Q16,Q17,Q18,V3,Q19,V4,Q20,G21,H21,G22,H22,Q23,Q24,Q25,Q26,V5,Q27,D102,D300,D301,D105,D130,Q28,D106,D112,VF_DATA
110319,7/9/2018,8:59 PM,7/9/2018,9:14 PM,1,2,1,1,2,1,2,2,1973,3,3,,5,2,6,2,5,1,5,,1,3,,3,,2,2,,3,3,3,2,3,2,3,1,3,2,3,,3,,3,3,3,3,3,12,6,2,2,4,3,2;5,1,1,AGE=45;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=59;PSCORE=19;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=5002
110320,7/9/2018,9:00 PM,7/9/2018,9:14 PM,1,1,2,1,2,1,3,2,1980,2,5,2,3,2,2,2,6,2,3,,2,2,,3,,2,1,,3,,3,3,3,1,3,3,3,2,3,,3,,2,2,2,2,3,1,4,2,2,4,4,,1,1,AGE=38;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=40;PSCORE=22;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4562
110328,7/9/2018,9:04 PM,7/9/2018,9:24 PM,2,1,2,1,2,1,3,2,1984,3,1,,,4,6,4,6,3,,4,6,,4,1,1,1,,3,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,2,1,1,4,5,1,2,3,4,,2,1,AGE=34;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=36;PSCORE=52;G2016=;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4209
110329,7/9/2018,9:04 PM,7/9/2018,9:24 PM,2,1,1,1,2,1,1,2,1984,2,5,3,,2,6,2,6,2,,3,3,,3,5,1,2,,2,3,3,3,3,3,3,3,3,3,2,3,,3,,3,3,3,3,3,13,6,2,2,3,5,,1,1,AGE=34;SEX=F;CF=1;REGNUM=2;BEST_PHONE=bad_wireless;TSCORE=48;PSCORE=13;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4200
110331,7/9/2018,9:05 PM,7/9/2018,9:24 PM,2,1,2,1,2,1,3,2,1990,3,5,1,,5,6,4,6,5,,5,2,,4,5,1,1,,1,2,,1,1,3,1,2,3,2,2,1,,3,,1,1,1,1,1,2,5,2,2,2,1,1;2,3,1,AGE=28;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=11;PSCORE=58;G2016=;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=3731
110332,7/9/2018,9:05 PM,7/9/2018,9:19 PM,1,2,1,1,3,1,1,2,1974,1,2,,1,2,1,4,2,4,2,,4,2,,1,,1,1,,1,3,1,3,1,2,1,2,1,1,3,,3,,2,3,2,3,1,10,6,2,2,3,1,3,1,1,AGE=44;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=92;PSCORE=98;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4523
110333,7/9/2018,9:08 PM,7/9/2018,9:24 PM,2,2,2,1,2,1,1,2,1977,1,3,,,1,5,2,3,1,,4,2,,2,3,2,2,,2,3,,2,2,3,4,3,1,3,2,3,,3,,3,3,3,3,3,10,6,2,2,5,2,1;2,1,1,AGE=41;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=84;PSCORE=20;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4442
110336,7/9/2018,9:09 PM,7/9/2018,9:34 PM,2,1,1,2,2,1,1,2,1957,1,1,,,4,5,4,1,4,,2,4,,4,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,1,4,2,2,1,4,,5,2,AGE=61;SEX=F;CF=1;REGNUM=2;BEST_PHONE=bad_wireless;TSCORE=91;PSCORE=88;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4348
110340,7/9/2018,9:11 PM,7/9/2018,9:32 PM,1,2,1,2,2,1,1,2,1957,1,1,,1,4,1,4,5,5,1,,3,1,,1,,1,3,,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,1,5,2,2,1,4,,4,2,AGE=61;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=89;PSCORE=23;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4482
110344,7/9/2018,9:14 PM,7/9/2018,9:32 PM,2,1,2,1,3,1,3,2,1963,3,4,,,3,6,3,6,7,,5,6,,2,5,2,1,,1,2,,1,1,1,1,2,2,2,2,1,,1,,1,1,1,1,2,7,6,2,2,4,4,,1,2,AGE=55;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=81;PSCORE=43;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=2789
110347,7/9/2018,9:16 PM,7/9/2018,9:47 PM,2,1,2,1,3,1,1,2,1965,1,5,3,,2,5,2,2,1,,4,2,,7,3,2,2,,2,3,,2,2,2,3,3,3,3,2,2,,3,,3,3,3,2,3,12,7,2,2,3,3,1;2;5,2,1,AGE=56;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=94;PSCORE=94;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4418
110349,7/9/2018,9:18 PM,7/9/2018,9:34 PM,2,2,2,1,2,1,1,2,2000,1,5,1,,5,3,4,6,3,,3,6,,3,4,1,1,,2,3,,1,2,2,2,2,1,2,1,2,,1,,1,2,1,1,1,3,2,2,2,3,4,,3,2,AGE=18;SEX=F;CF=1;REGNUM=2;BEST_PHONE=bad_wireless;TSCORE=70;PSCORE=49;G2016=;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4609
110356,7/9/2018,9:22 PM,7/9/2018,9:39 PM,1,1,2,2,3,1,2,2,1992,1,5,3,4,2,2,2,6,2,3,,5,5,,3,,3,3,,3,,2,2,3,3,3,1,3,2,,2,,3,1,1,1,2,3,12,5,2,1,3,2,1,3,2,AGE=26;SEX=F;CF=1;REGNUM=3;BEST_PHONE=good_wireless;TSCORE=82;PSCORE=4;G2016=;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4087
110357,7/9/2018,9:22 PM,7/9/2018,9:45 PM,1,2,1,1,3,1,1,2,9999,3,5,2,3,2,4,1,5,2,4,,2,4,,3,,2,2,,3,3,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,6,97,2,5,5,,6,3,AGE=60;SEX=F;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=89;PSCORE=12;G2016=M;DENSITY=1;COUNTY=SPOKANE;AGENTNUM=4620
110358,7/9/2018,9:22 PM,7/9/2018,9:35 PM,2,1,1,2,3,1,1,2,1976,1,1,,,4,1,4,2,4,,3,4,,3,1,1,1,,1,1,3,3,3,3,3,1,3,1,1,,3,,3,3,3,3,3,1,7,6,2,2,3,4,,1,1,AGE=42;SEX=F;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=63;PSCORE=84;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=5002
110360,7/9/2018,9:23 PM,7/9/2018,9:36 PM,1,1,1,1,3,1,1,5,1975,1,3,,3,1,6,1,7,1,4,,2,4,,3,,2,2,,3,3,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,7,2,2,5,5,,1,1,AGE=43;SEX=F;CF=1;REGNUM=3;BEST_PHONE=good_wireless;TSCORE=88;PSCORE=10;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4684
110361,7/9/2018,9:24 PM,7/9/2018,9:35 PM,1,2,2,1,3,1,1,2,1979,1,3,,3,2,3,1,5,1,4,,2,3,,3,,2,2,,3,,2,2,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,4,2,2,5,4,,1,2,AGE=39;SEX=F;CF=1;REGNUM=3;BEST_PHONE=bad_wireless;TSCORE=68;PSCORE=39;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4232
110363,7/9/2018,9:24 PM,7/9/2018,9:41 PM,1,2,2,1,3,1,1,2,1983,3,3,,3,1,3,1,7,1,4,,2,2,,3,,2,3,,3,,2,2,3,1,3,1,3,2,3,,3,,3,3,2,3,3,13,5,2,2,5,2,3,1,1,AGE=35;SEX=F;CF=1;REGNUM=3;BEST_PHONE=good_wireless;TSCORE=87;PSCORE=6;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4355
110364,7/9/2018,9:24 PM,7/9/2018,9:42 PM,2,1,1,2,3,1,1,2,1964,3,5,2,,2,7,2,2,7,,2,2,,7,3,1,1,,2,3,3,3,3,3,3,3,3,3,2,,3,,3,3,3,4,3,3,13,6,2,2,5,3,1,1,1,AGE=54;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=82;PSCORE=3;G2016=M;DENSITY=1;COUNTY=SPOKANE;AGENTNUM=4611
110367,7/9/2018,9:29 PM,7/9/2018,9:44 PM,2,2,1,1,3,1,1,2,1976,1,5,3,,2,4,1,6,3,,4,3,,2,3,2,2,,2,3,3,3,2,3,2,1,1,3,2,3,,3,,3,3,3,3,3,12,6,2,2,3,3,3,1,1,AGE=42;SEX=F;CF=1;REGNUM=3;BEST_PHONE=bad_wireless;TSCORE=74;PSCORE=88;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4413
110368,7/9/2018,9:29 PM,7/9/2018,9:42 PM,1,2,1,1,3,1,1,2,1980,3,1,,1,4,5,4,3,4,1,,4,2,,1,,1,2,,1,1,1,1,1,3,1,3,1,1,1,,2,,1,1,3,1,1,7,5,2,2,1,4,,1,1,AGE=38;SEX=F;CF=1;REGNUM=3;BEST_PHONE=good_wireless;TSCORE=85;PSCORE=91;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4384
110373,7/9/2018,9:33 PM,7/9/2018,9:44 PM,2,1,1,2,3,1,1,2,1986,2,3,,,2,4,2,6,1,,4,2,,2,3,2,2,,1,3,3,3,3,3,3,3,3,3,1,,2,,3,2,2,2,3,3,12,6,2,2,3,4,,1,1,AGE=32;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=60;PSCORE=5;G2016=M;DENSITY=1;COUNTY=SPOKANE;AGENTNUM=4409
110374,7/9/2018,9:34 PM,7/9/2018,9:47 PM,2,2,1,2,3,1,1,2,1984,2,4,,,2,6,2,5,2,,5,3,,2,3,1,2,,2,3,2,2,3,3,2,3,1,3,2,,3,,3,3,3,3,3,3,9,7,2,2,4,4,,3,2,AGE=33;SEX=F;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=61;PSCORE=36;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4543
110375,7/9/2018,9:36 PM,7/9/2018,9:42 PM,1,2,2,2,3,1,2,2,1974,3,1,,1,4,1,4,6,4,1,,6,1,,1,,1,3,,1,,2,2,1,2,1,1,1,1,,1,,1,1,1,1,1,1,13,4,2,2,3,4,,1,1,AGE=44;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=55;PSCORE=21;G2016=;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4535
110376,7/9/2018,9:36 PM,7/9/2018,9:54 PM,1,1,1,2,3,1,1,2,1985,1,5,1,1,4,5,4,5,4,1,,4,2,,1,,1,1,,1,1,2,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,7,6,2,2,2,4,,3,2,AGE=33;SEX=F;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=66;PSCORE=43;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=3731
110377,7/9/2018,9:36 PM,7/9/2018,9:55 PM,2,1,1,1,3,1,1,2,1978,3,3,,,2,6,4,6,2,,2,2,,2,3,1,2,,2,3,2,2,2,1,3,1,2,3,1,2,,2,,2,2,2,3,3,1,5,2,2,4,4,,1,1,AGE=40;SEX=F;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=92;PSCORE=16;G2016=M;DENSITY=1;COUNTY=SPOKANE;AGENTNUM=4616
110379,7/9/2018,9:39 PM,7/9/2018,9:59 PM,2,2,1,1,3,1,1,2,1980,2,5,1,,4,1,4,1,5,,1,2,,1,1,1,1,,1,1,1,1,1,1,1,1,4,1,3,1,,1,,1,1,1,3,1,1,5,2,2,3,2,2,3,1,AGE=38;SEX=F;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=49;PSCORE=59;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4609
110381,7/9/2018,9:40 PM,7/9/2018,9:58 PM,2,1,1,1,3,1,1,1,1957,4,5,2,,1,3,1,7,1,,4,2,,1,3,1,2,,2,3,4,4,3,3,4,3,1,3,2,3,,3,,4,3,3,3,3,10,5,2,2,5,1,5,2,2,AGE=48;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=80;PSCORE=35;G2016=M;DENSITY=1;COUNTY=SPOKANE;AGENTNUM=4523
110387,7/10/2018,12:03 PM,7/10/2018,12:15 PM,1,2,1,2,3,1,1,2,1951,2,3,,3,1,4,1,5,1,4,,2,4,,3,,2,2,,3,3,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,7,2,2,5,4,,5,2,AGE=67;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=96;PSCORE=2;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4384
110390,7/10/2018,12:05 PM,7/10/2018,12:14 PM,1,1,1,2,3,1,1,2,1935,2,2,,1,3,1,3,2,4,1,,3,1,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,13,5,2,2,2,4,,1,2,AGE=83;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=93;PSCORE=97;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4692
110391,7/10/2018,12:05 PM,7/10/2018,12:22 PM,1,2,1,2,3,1,1,2,1934,4,5,2,3,1,4,1,6,1,4,,5,5,,3,,2,3,,3,3,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,2,2,2,4,3,1,5,2,AGE=84;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=94;PSCORE=3;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=3878
110393,7/10/2018,12:05 PM,7/10/2018,12:22 PM,2,1,1,1,3,1,1,2,1938,3,5,1,,3,2,4,1,4,,4,3,,3,1,1,1,,1,1,1,1,1,2,2,1,1,1,1,1,,1,,1,1,1,2,1,5,1,2,2,2,2,3,1,2,AGE=80;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=95;PSCORE=99;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4348
110396,7/10/2018,12:06 PM,7/10/2018,12:28 PM,2,1,2,2,3,1,1,2,1932,2,3,,,2,6,1,5,2,,5,2,,5,5,3,3,,1,3,,3,3,3,3,3,3,3,2,,3,,3,3,3,3,3,3,13,4,97,2,4,4,,5,2,AGE=86;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=91;PSCORE=2;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4573
110398,7/10/2018,12:07 PM,7/10/2018,12:28 PM,1,2,1,2,4,1,1,5,9999,3,1,,1,3,6,4,1,4,1,,3,1,,1,,1,1,,1,1,1,1,1,2,1,3,1,1,,1,,1,1,1,1,1,1,5,7,2,2,2,2,1;2;3;4,1,2,AGE=62;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=57;PSCORE=95;G2016=M;DENSITY=1;COUNTY=PEND OREILLE;AGENTNUM=4691
110404,7/10/2018,12:11 PM,7/10/2018,12:29 PM,2,1,1,2,4,1,1,2,1953,2,5,3,,3,7,4,2,3,,2,2,,3,1,1,1,,2,1,1,1,1,1,1,1,2,1,3,,2,,1,2,3,2,2,1,12,2,2,2,3,1,1;2;3;4,1,2,AGE=58;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=87;PSCORE=36;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4693
110406,7/10/2018,12:12 PM,7/10/2018,12:21 PM,2,2,1,2,4,1,1,1,1962,3,5,2,,1,4,1,4,1,,4,1,,1,3,2,2,,2,3,3,3,3,3,1,3,1,3,2,,3,,3,3,3,3,3,3,13,2,2,2,4,1,1,3,2,AGE=56;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=2;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4535
110407,7/10/2018,12:13 PM,7/10/2018,12:26 PM,2,1,1,2,4,1,1,1,1954,2,3,,,1,4,1,5,1,,4,5,,1,3,1,2,,2,3,3,3,3,3,2,3,1,3,2,,3,,3,3,3,3,3,3,10,6,2,2,4,1,1;2;3;4,6,2,AGE=64;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=95;PSCORE=3;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4309
110408,7/10/2018,12:13 PM,7/10/2018,12:29 PM,1,1,1,2,4,1,3,2,1953,3,6,3,5,7,6,4,1,5,1,,2,4,,2,,3,1,,1,1,1,1,1,1,1,3,1,1,,1,,4,1,1,1,1,1,8,8,2,2,6,5,,6,3,AGE=65;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=74;PSCORE=34;G2016=M;DENSITY=1;COUNTY=FERRY;AGENTNUM=4620
110410,7/10/2018,12:14 PM,7/10/2018,12:38 PM,1,1,1,1,3,1,1,1,1943,3,5,3,5,3,7,4,1,7,4,,7,2,,1,,3,3,,1,1,1,4,4,1,1,4,1,1,2,,2,,4,4,4,3,1,13,5,2,2,2,1,2;3,1,2,AGE=75;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=96;PSCORE=89;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4215
110416,7/10/2018,12:20 PM,7/10/2018,12:33 PM,1,2,1,1,4,1,1,2,1957,1,5,1,1,4,1,4,1,4,1,,4,2,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,10,6,2,2,2,3,3,1,2,AGE=61;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=83;PSCORE=96;G2016=M;DENSITY=1;COUNTY=WHITMAN;AGENTNUM=4292
110419,7/10/2018,12:24 PM,7/10/2018,12:39 PM,1,1,2,1,3,1,1,1,1951,1,5,1,1,4,1,4,1,4,1,,3,1,,1,,1,1,,1,,1,3,1,3,1,2,1,1,2,,1,,1,1,1,1,1,13,5,2,2,2,1,1,4,2,AGE=67;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=94;PSCORE=93;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4696
110422,7/10/2018,12:26 PM,7/10/2018,12:43 PM,2,2,1,1,1,1,1,2,1963,2,1,,,4,1,4,2,4,,2,4,,4,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,7,7,2,2,2,4,,1,2,AGE=56;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=95;PSCORE=99;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4688
110423,7/10/2018,12:26 PM,7/10/2018,12:44 PM,2,1,1,1,4,1,1,2,1961,1,1,,,3,6,4,1,4,,2,4,,4,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,12,4,2,2,1,4,,5,2,AGE=57;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=73;PSCORE=45;G2016=;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4348
110426,7/10/2018,12:30 PM,7/10/2018,12:44 PM,2,2,1,2,4,1,1,2,1960,3,5,3,,3,5,5,1,1,,1,5,,5,1,3,3,,2,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,12,2,2,2,6,4,,4,2,AGE=58;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=95;PSCORE=98;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4040
110431,7/10/2018,12:35 PM,7/10/2018,12:49 PM,1,2,2,1,4,1,3,2,1946,3,5,1,5,2,4,1,3,1,4,,4,4,,3,,1,3,,3,,2,1,2,2,3,4,3,3,3,,3,,3,3,3,3,3,6,8,2,2,6,3,6,6,3,AGE=72;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=98;G2016=M;DENSITY=2;COUNTY=WHITMAN;AGENTNUM=4620
110432,7/10/2018,12:35 PM,7/10/2018,12:52 PM,2,2,1,2,4,1,1,1,1950,3,5,2,,2,6,1,4,1,,4,2,,2,4,2,2,,2,3,3,3,3,3,3,3,1,3,2,,3,,2,3,3,3,2,3,13,6,1,2,4,1,1;2;3;4,1,2,AGE=68;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=91;PSCORE=7;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=3878
110434,7/10/2018,12:36 PM,7/10/2018,1:10 PM,1,1,2,2,4,1,1,1,9999,1,3,,3,1,4,1,7,1,2,,2,4,,3,,2,1,,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,5,2,2,4,1,1;2;3;4,1,2,AGE=69;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=93;PSCORE=6;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4691
110437,7/10/2018,12:39 PM,7/10/2018,12:58 PM,1,2,2,1,4,1,1,2,1951,2,1,,2,4,2,4,5,1,2,,3,2,,1,,1,2,,1,,1,1,1,1,1,2,1,1,1,,1,,1,1,1,1,1,7,6,2,2,1,2,4,1,2,AGE=67;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=96;PSCORE=95;G2016=M;DENSITY=3;COUNTY=ASOTIN;AGENTNUM=2453
110438,7/10/2018,12:39 PM,7/10/2018,12:59 PM,1,2,2,2,4,1,1,2,1974,2,6,2,5,3,6,1,5,1,2,,5,3,,1,,3,3,,1,,1,2,1,1,1,1,1,2,,3,,3,3,3,2,2,1,12,6,2,2,4,1,1;2;3;4,1,1,AGE=44;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=64;PSCORE=52;G2016=M;DENSITY=3;COUNTY=WALLA WALLA;AGENTNUM=4690
110441,7/10/2018,12:43 PM,7/10/2018,1:01 PM,1,1,1,1,1,1,1,2,1934,2,5,3,5,4,5,4,5,3,1,,4,5,,4,,1,4,,2,1,1,1,1,1,2,2,1,1,1,,1,,1,1,2,1,1,10,4,2,2,3,4,,5,2,AGE=84;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=93;PSCORE=99;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4381
110447,7/10/2018,12:45 PM,7/10/2018,12:56 PM,2,2,2,2,3,1,1,1,1947,1,3,,,1,6,1,6,1,,4,6,,1,3,2,2,,2,3,,3,3,3,3,3,3,3,2,,3,,3,3,3,2,3,3,13,5,2,2,5,4,,4,2,AGE=71;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=96;PSCORE=12;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4535
110448,7/10/2018,12:46 PM,7/10/2018,1:03 PM,2,1,2,2,3,1,1,1,1932,2,3,,,1,3,1,5,2,,4,2,,2,3,2,2,,2,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,6,2,2,4,4,,1,2,AGE=59;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=75;PSCORE=19;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4040
110449,7/10/2018,12:46 PM,7/10/2018,1:01 PM,2,2,2,1,4,1,1,1,1952,2,3,,,1,7,1,3,1,,3,1,,3,3,2,2,,2,3,,3,3,2,2,3,1,3,2,3,,3,,3,3,3,3,3,10,5,2,2,5,5,,1,2,AGE=66;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=88;PSCORE=42;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4696
110450,7/10/2018,12:46 PM,7/10/2018,1:05 PM,2,1,1,1,1,1,1,2,9999,4,3,,,3,4,1,3,1,,4,4,,3,3,2,2,,2,3,3,3,4,3,2,3,1,3,2,3,,3,,3,3,3,3,3,13,5,97,2,5,4,,1,2,AGE=54;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=95;PSCORE=3;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4573
110453,7/10/2018,12:51 PM,7/10/2018,1:12 PM,2,1,2,2,1,1,1,2,1934,1,1,,,4,1,4,5,4,,2,5,,4,2,1,1,,1,1,,3,2,1,1,1,1,1,1,,1,,1,1,1,1,1,1,12,2,2,2,1,4,,4,2,AGE=84;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=92;PSCORE=98;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4348
110460,7/10/2018,12:56 PM,7/10/2018,1:13 PM,1,1,1,1,4,1,1,1,1970,2,3,,5,1,3,2,6,1,3,,2,3,,3,,2,3,,3,3,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,4,2,2,4,1,1,6,3,AGE=48;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=87;PSCORE=2;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4620
110463,7/10/2018,12:58 PM,7/10/2018,1:14 PM,2,2,2,2,4,1,1,5,9999,2,2,,,1,4,2,5,2,,4,2,,2,3,3,2,,2,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,5,2,2,3,1,3,1,2,AGE=64;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=48;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4694
110464,7/10/2018,12:58 PM,7/10/2018,1:09 PM,1,1,1,2,4,1,1,1,1997,2,5,2,3,6,6,4,6,1,1,,1,1,,1,,1,1,,3,2,2,2,1,2,3,1,3,2,,2,,2,2,2,2,2,3,12,2,2,2,2,1,1,3,2,AGE=21;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=20;PSCORE=37;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4535
110467,7/10/2018,1:00 PM,7/10/2018,1:26 PM,2,2,2,2,4,1,1,1,1960,2,1,,,4,1,4,2,2,,4,4,,4,1,1,1,,1,1,,1,1,1,1,1,2,1,1,,1,,1,1,1,1,1,1,7,2,5,,3,3,3,1,2,AGE=38;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=63;PSCORE=64;G2016=M;DENSITY=1;COUNTY=FERRY;AGENTNUM=4293
110469,7/10/2018,1:01 PM,7/10/2018,1:13 PM,2,1,2,1,4,1,1,1,1946,3,3,,,5,4,1,4,1,,4,4,,5,3,2,2,,2,3,,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,12,7,2,2,5,1,1;2;3;4,6,2,AGE=72;SEX=M;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=95;PSCORE=5;G2016=M;DENSITY=2;COUNTY=ASOTIN;AGENTNUM=4309
